transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR01695,HR,5,73,1,1,Quality,Pending,LOW
TR01696,FI,1,64,2,0,Quality,Approved,HIGH
TR01697,MM,5,105,0,1,Development,Pending,MEDIUM
TR01698,FI,1,64,1,1,Production,Rejected,MEDIUM
TR01699,HR,4,11,1,0,Quality,Pending,LOW
TR01700,SD,5,51,2,2,Production,Rejected,HIGH
TR01701,SD,5,97,0,2,Production,Rejected,MEDIUM
TR01702,HR,2,52,2,1,Development,Rejected,HIGH
TR01703,HR,1,50,1,1,Development,Pending,LOW
TR01704,SD,6,34,0,0,Production,Pending,LOW
TR01705,FI,5,69,2,1,Development,Pending,HIGH
TR01706,MM,3,90,0,1,Quality,Pending,MEDIUM
TR01707,HR,5,103,1,2,Production,Pending,MEDIUM
TR01708,MM,1,85,0,0,Production,Approved,MEDIUM
TR01709,SD,5,23,0,3,Quality,Rejected,HIGH
TR01710,SD,6,88,2,3,Development,Approved,LOW
TR01711,MM,1,112,2,1,Development,Approved,HIGH
TR01712,FI,3,19,0,1,Production,Pending,LOW
TR01713,HR,3,48,2,0,Development,Rejected,HIGH
TR01714,HR,6,70,1,2,Production,Pending,MEDIUM
TR01715,MM,2,91,1,1,Quality,Rejected,MEDIUM
TR01716,SD,6,25,2,3,Production,Pending,HIGH
TR01717,SD,4,108,2,2,Production,Pending,HIGH
TR01718,MM,4,57,0,0,Development,Pending,LOW
TR01719,MM,1,85,1,2,Development,Pending,MEDIUM
TR01720,FI,5,44,0,2,Production,Pending,MEDIUM
TR01721,SD,3,90,0,0,Production,Pending,MEDIUM
TR01722,HR,4,32,1,0,Development,Pending,HIGH
TR01723,MM,6,104,0,1,Development,Pending,MEDIUM
TR01724,FI,1,66,2,0,Quality,Approved,HIGH
TR01725,SD,2,93,2,0,Quality,Rejected,HIGH
TR01726,SD,6,31,2,2,Production,Approved,HIGH
TR01727,HR,4,117,2,0,Development,Approved,HIGH
TR01728,MM,6,44,0,1,Quality,Approved,LOW
TR01729,MM,6,74,1,1,Production,Rejected,LOW
TR01730,FI,3,45,2,2,Development,Pending,HIGH
TR01731,FI,5,69,0,0,Development,Approved,MEDIUM
TR01732,MM,3,85,2,0,Development,Approved,HIGH
TR01733,SD,4,20,2,1,Quality,Rejected,HIGH
TR01734,MM,6,106,2,1,Quality,Approved,HIGH
TR01735,SD,2,45,0,2,Quality,Approved,MEDIUM
TR01736,SD,2,32,1,2,Production,Pending,MEDIUM
TR01737,HR,3,84,1,2,Production,Rejected,MEDIUM
TR01738,MM,1,116,2,3,Development,Rejected,HIGH
TR01739,HR,3,92,2,2,Development,Pending,HIGH
TR01740,SD,1,75,0,2,Development,Pending,MEDIUM
TR01741,FI,5,94,2,1,Quality,Approved,HIGH
TR01742,SD,3,82,1,0,Quality,Rejected,MEDIUM
TR01743,SD,1,30,1,3,Quality,Pending,HIGH
TR01744,FI,2,55,1,1,Quality,Rejected,LOW
TR01745,FI,4,113,2,3,Production,Rejected,HIGH
TR01746,HR,4,116,0,2,Production,Pending,MEDIUM
TR01747,HR,6,61,1,0,Development,Rejected,LOW
TR01748,HR,3,83,1,0,Development,Rejected,MEDIUM
TR01749,SD,5,99,2,1,Production,Approved,HIGH
TR01750,SD,1,21,1,1,Quality,Pending,LOW
TR01751,HR,1,94,0,1,Development,Pending,MEDIUM
TR01752,MM,2,119,0,3,Development,Rejected,HIGH
TR01753,SD,1,71,0,2,Development,Pending,MEDIUM
TR01754,HR,6,37,1,3,Quality,Rejected,HIGH
TR01755,FI,4,26,1,1,Quality,Pending,LOW
TR01756,HR,5,60,2,0,Quality,Pending,HIGH
TR01757,FI,2,87,0,1,Quality,Pending,MEDIUM
TR01758,FI,5,86,1,0,Production,Approved,MEDIUM
TR01759,MM,1,37,1,3,Development,Pending,HIGH
TR01760,MM,4,29,1,2,Quality,Rejected,MEDIUM
TR01761,FI,3,63,0,1,Quality,Rejected,MEDIUM
TR01762,FI,4,113,0,2,Production,Rejected,MEDIUM
TR01763,HR,1,30,1,1,Production,Rejected,LOW
TR01764,HR,1,72,2,3,Quality,Approved,HIGH
TR01765,SD,6,91,0,3,Production,Pending,HIGH
TR01766,SD,5,56,0,1,Quality,Rejected,LOW
TR01767,FI,2,10,1,2,Development,Rejected,MEDIUM
TR01768,HR,4,16,1,2,Development,Approved,MEDIUM
TR01769,HR,3,16,2,2,Quality,Pending,HIGH
TR01770,SD,1,79,1,1,Quality,Pending,LOW
TR01771,HR,3,48,2,0,Production,Approved,HIGH
TR01772,FI,5,104,1,1,Development,Approved,MEDIUM
TR01773,MM,6,28,2,3,Quality,Pending,HIGH
TR01774,HR,6,89,0,3,Development,Approved,HIGH
TR01775,FI,2,87,2,0,Quality,Rejected,HIGH
TR01776,FI,3,91,2,2,Quality,Pending,HIGH
TR01777,SD,6,93,2,0,Quality,Approved,HIGH
TR01778,SD,3,88,2,1,Production,Approved,HIGH
TR01779,HR,2,107,1,2,Production,Rejected,MEDIUM
TR01780,SD,5,95,0,3,Development,Rejected,HIGH
TR01781,FI,4,36,0,3,Production,Approved,HIGH
TR01782,HR,5,111,2,2,Development,Approved,HIGH
TR01783,SD,2,18,2,2,Production,Rejected,HIGH
TR01784,HR,5,63,2,2,Production,Pending,HIGH
TR01785,FI,3,53,1,2,Quality,Approved,MEDIUM
TR01786,HR,2,78,2,1,Production,Pending,HIGH
TR01787,FI,6,119,2,0,Production,Pending,HIGH
TR01788,SD,1,36,2,2,Quality,Pending,HIGH
TR01789,HR,6,69,0,1,Production,Rejected,LOW
TR01790,SD,5,65,1,0,Quality,Rejected,LOW
TR01791,MM,4,78,0,3,Production,Approved,HIGH
TR01792,MM,2,24,2,2,Development,Approved,HIGH
TR01793,HR,5,62,1,1,Quality,Rejected,LOW
TR01794,SD,6,23,2,2,Production,Rejected,HIGH
TR01795,MM,4,73,1,2,Quality,Approved,MEDIUM
TR01796,MM,4,46,0,2,Quality,Rejected,MEDIUM
TR01797,FI,4,84,2,3,Quality,Pending,HIGH
TR01798,FI,5,38,0,0,Production,Rejected,LOW
TR01799,FI,3,88,0,1,Production,Rejected,MEDIUM
TR01800,FI,3,12,2,3,Production,Rejected,HIGH
TR01801,MM,4,57,2,1,Development,Pending,HIGH
TR01802,MM,3,26,1,0,Development,Approved,LOW
TR01803,HR,2,97,2,3,Development,Approved,HIGH
TR01804,FI,5,117,1,1,Development,Pending,MEDIUM
TR01805,FI,1,105,0,3,Production,Pending,HIGH
TR01806,FI,4,43,2,0,Production,Rejected,HIGH
TR01807,FI,4,71,2,0,Quality,Pending,HIGH
TR01808,FI,3,61,2,3,Quality,Approved,HIGH
TR01809,SD,5,106,0,1,Quality,Pending,MEDIUM
TR01810,MM,2,111,1,1,Quality,Approved,MEDIUM
TR01811,FI,4,100,1,1,Quality,Pending,MEDIUM
TR01812,HR,3,110,1,2,Production,Pending,MEDIUM
TR01813,MM,2,76,1,0,Development,Pending,LOW
TR01814,SD,3,101,0,2,Quality,Rejected,MEDIUM
TR01815,SD,2,105,2,1,Development,Rejected,HIGH
TR01816,HR,3,91,0,0,Development,Rejected,MEDIUM
TR01817,FI,3,56,2,3,Quality,Rejected,HIGH
TR01818,SD,6,29,2,2,Production,Pending,HIGH
TR01819,HR,6,31,2,3,Development,Pending,HIGH
TR01820,FI,6,18,1,1,Quality,Approved,LOW
TR01821,SD,5,109,2,0,Production,Approved,HIGH
TR01822,HR,5,91,0,1,Production,Approved,MEDIUM
TR01823,FI,4,90,0,2,Production,Approved,MEDIUM
TR01824,FI,1,67,2,1,Development,Pending,HIGH
TR01825,MM,6,93,0,1,Production,Rejected,MEDIUM
TR01826,FI,5,44,2,2,Development,Rejected,HIGH
TR01827,FI,2,76,1,0,Development,Approved,MEDIUM
TR01828,HR,4,22,2,0,Quality,Rejected,MEDIUM
TR01829,FI,4,20,1,1,Development,Rejected,LOW
TR01830,HR,3,82,0,3,Development,Rejected,HIGH
TR01831,MM,5,113,2,3,Development,Pending,HIGH
TR01832,SD,4,90,0,2,Production,Pending,MEDIUM
TR01833,SD,3,78,0,2,Quality,Rejected,MEDIUM
TR01834,SD,6,66,0,1,Quality,Approved,LOW
TR01835,HR,4,30,0,0,Quality,Rejected,LOW
TR01836,HR,3,91,2,1,Development,Approved,HIGH
TR01837,MM,3,74,1,2,Production,Pending,MEDIUM
TR01838,SD,5,36,2,1,Quality,Approved,HIGH
TR01839,HR,2,119,0,1,Quality,Rejected,MEDIUM
TR01840,HR,6,44,0,2,Quality,Pending,MEDIUM
TR01841,SD,3,103,1,2,Quality,Pending,MEDIUM
TR01842,HR,4,10,1,0,Quality,Pending,LOW
TR01843,MM,4,108,1,0,Production,Approved,MEDIUM
TR01844,SD,3,116,1,0,Quality,Pending,MEDIUM
TR01845,SD,5,81,2,1,Development,Rejected,HIGH
TR01846,SD,1,19,0,1,Quality,Rejected,LOW
TR01847,HR,1,109,2,3,Production,Rejected,HIGH
TR01848,SD,5,85,1,0,Development,Approved,MEDIUM
TR01849,SD,5,57,1,2,Development,Pending,MEDIUM
TR01850,FI,3,109,2,3,Development,Approved,HIGH
TR01851,MM,5,21,1,1,Quality,Rejected,LOW
TR01852,SD,5,77,1,0,Development,Approved,LOW
TR01853,SD,3,108,1,1,Development,Pending,MEDIUM
TR01854,HR,3,52,0,2,Quality,Rejected,MEDIUM
TR01855,FI,2,25,2,3,Quality,Pending,HIGH
TR01856,FI,5,17,2,2,Development,Rejected,HIGH
TR01857,FI,5,112,1,3,Quality,Rejected,HIGH
TR01858,FI,6,19,2,0,Production,Approved,HIGH
TR01859,FI,5,69,2,1,Development,Rejected,HIGH
TR01860,SD,4,67,2,1,Production,Pending,HIGH
TR01861,SD,4,77,2,3,Development,Pending,HIGH
TR01862,FI,5,116,1,0,Development,Approved,MEDIUM
TR01863,MM,3,119,0,2,Production,Pending,MEDIUM
TR01864,MM,5,55,2,1,Development,Approved,HIGH
TR01865,MM,1,13,2,0,Development,Rejected,HIGH
TR01866,FI,3,50,0,1,Development,Pending,LOW
TR01867,SD,2,37,1,0,Development,Pending,LOW
TR01868,HR,1,66,2,1,Quality,Approved,HIGH
TR01869,HR,2,36,1,0,Development,Approved,LOW
TR01870,FI,2,106,0,0,Quality,Rejected,MEDIUM
TR01871,SD,4,34,0,0,Production,Pending,LOW
TR01872,FI,4,12,0,3,Quality,Pending,HIGH
TR01873,FI,3,56,1,0,Quality,Rejected,LOW
TR01874,FI,6,92,1,3,Development,Pending,HIGH
TR01875,SD,1,28,0,1,Production,Approved,LOW
TR01876,MM,2,98,1,0,Development,Rejected,MEDIUM
TR01877,SD,3,89,1,1,Quality,Approved,MEDIUM
TR01878,MM,6,113,2,1,Quality,Approved,HIGH
TR01879,FI,4,36,1,3,Production,Pending,HIGH
TR01880,SD,5,51,0,0,Quality,Approved,LOW
TR01881,FI,6,28,1,0,Production,Pending,LOW
TR01882,MM,2,22,0,2,Development,Approved,MEDIUM
TR01883,FI,1,70,1,3,Production,Pending,HIGH
TR01884,FI,3,70,1,2,Development,Pending,MEDIUM
TR01885,SD,5,95,2,0,Quality,Pending,HIGH
TR01886,MM,2,38,2,1,Development,Approved,HIGH
TR01887,FI,6,61,1,0,Development,Approved,MEDIUM
TR01888,SD,3,100,1,2,Development,Pending,MEDIUM
TR01889,MM,5,104,0,3,Production,Approved,HIGH
TR01890,MM,1,28,2,0,Development,Approved,HIGH
TR01891,FI,5,71,1,2,Development,Rejected,MEDIUM
TR01892,HR,4,37,1,2,Production,Pending,MEDIUM
TR01893,SD,6,108,2,2,Quality,Approved,HIGH
TR01894,HR,5,68,2,0,Production,Pending,HIGH
TR01895,SD,1,110,1,3,Production,Approved,HIGH
TR01896,MM,1,39,1,0,Development,Rejected,LOW
TR01897,MM,3,49,1,3,Production,Approved,HIGH
TR01898,MM,4,114,2,1,Development,Rejected,HIGH
TR01899,FI,2,103,2,2,Production,Rejected,HIGH
TR01900,FI,5,56,2,1,Production,Rejected,HIGH
TR01901,MM,1,97,0,1,Production,Approved,MEDIUM
TR01902,HR,2,45,0,3,Quality,Pending,HIGH
TR01903,HR,4,69,1,1,Production,Pending,MEDIUM
TR01904,SD,2,103,2,0,Development,Pending,HIGH
TR01905,HR,2,107,0,3,Development,Rejected,HIGH
TR01906,MM,2,116,1,0,Development,Pending,MEDIUM
TR01907,HR,1,102,2,1,Development,Pending,HIGH
TR01908,SD,3,11,2,0,Production,Pending,HIGH
TR01909,HR,2,94,1,2,Development,Rejected,MEDIUM
TR01910,HR,2,19,2,2,Quality,Approved,HIGH
TR01911,SD,1,90,1,3,Production,Approved,HIGH
TR01912,HR,3,38,2,0,Development,Rejected,HIGH
TR01913,SD,2,118,2,3,Production,Pending,HIGH
TR01914,FI,3,117,2,2,Quality,Rejected,HIGH
TR01915,HR,6,117,1,2,Development,Approved,MEDIUM
TR01916,HR,2,84,1,1,Production,Pending,MEDIUM
TR01917,FI,6,72,2,3,Production,Rejected,HIGH
TR01918,HR,1,87,0,0,Production,Approved,MEDIUM
TR01919,MM,3,84,2,3,Quality,Rejected,HIGH
TR01920,SD,6,110,1,3,Production,Rejected,MEDIUM
TR01921,HR,6,13,0,1,Development,Rejected,LOW
TR01922,FI,3,62,0,3,Quality,Pending,HIGH
TR01923,SD,3,41,1,3,Development,Pending,HIGH
TR01924,SD,2,36,2,2,Production,Pending,HIGH
TR01925,MM,4,119,0,2,Quality,Rejected,MEDIUM
TR01926,MM,3,116,1,0,Production,Approved,MEDIUM
TR01927,SD,5,73,2,1,Quality,Approved,HIGH
TR01928,HR,3,53,1,2,Development,Approved,MEDIUM
TR01929,FI,2,84,1,2,Production,Rejected,MEDIUM
TR01930,FI,2,21,0,3,Quality,Approved,HIGH
TR01931,SD,4,27,1,0,Production,Pending,LOW
TR01932,FI,3,38,1,0,Development,Rejected,LOW
TR01933,SD,1,73,0,1,Development,Approved,LOW
TR01934,MM,2,11,1,1,Development,Rejected,LOW
TR01935,HR,4,81,2,1,Quality,Approved,HIGH
TR01936,HR,6,83,1,2,Production,Pending,MEDIUM
TR01937,SD,4,57,1,1,Quality,Rejected,LOW
TR01938,MM,3,120,2,1,Production,Rejected,HIGH
TR01939,HR,5,50,0,1,Production,Pending,LOW
TR01940,MM,4,44,2,0,Quality,Rejected,HIGH
TR01941,HR,1,31,0,3,Production,Rejected,MEDIUM
TR01942,HR,6,28,0,2,Development,Rejected,MEDIUM
TR01943,SD,6,13,2,3,Quality,Rejected,HIGH
TR01944,MM,4,37,2,3,Quality,Rejected,HIGH
TR01945,SD,3,39,2,3,Development,Rejected,HIGH
TR01946,SD,1,88,0,2,Production,Approved,MEDIUM
TR01947,FI,5,18,2,3,Production,Approved,HIGH
TR01948,MM,5,109,0,1,Development,Rejected,MEDIUM
TR01949,FI,3,21,0,3,Production,Rejected,HIGH
TR01950,HR,4,58,2,3,Development,Pending,HIGH
TR01951,SD,3,32,2,3,Quality,Pending,HIGH
TR01952,SD,4,35,0,2,Production,Rejected,MEDIUM
TR01953,HR,1,77,1,0,Production,Approved,LOW
TR01954,FI,6,57,0,1,Development,Rejected,MEDIUM
TR01955,HR,3,13,2,2,Development,Approved,HIGH
TR01956,HR,2,78,0,2,Development,Rejected,MEDIUM
TR01957,SD,5,32,1,1,Production,Approved,LOW
TR01958,HR,1,89,0,0,Quality,Pending,MEDIUM
TR01959,MM,5,76,0,0,Quality,Approved,LOW
TR01960,SD,4,94,2,3,Quality,Approved,HIGH
TR01961,FI,3,41,1,1,Development,Pending,LOW
TR01962,HR,1,55,0,3,Production,Rejected,HIGH
TR01963,FI,5,21,2,2,Production,Rejected,HIGH
TR01964,HR,5,92,0,2,Quality,Approved,MEDIUM
TR01965,MM,3,90,1,3,Quality,Pending,HIGH
TR01966,FI,4,23,1,3,Production,Pending,HIGH
TR01967,SD,6,99,0,0,Development,Approved,MEDIUM
TR01968,MM,6,50,2,0,Production,Approved,MEDIUM
TR01969,HR,2,55,2,0,Production,Pending,HIGH
TR01970,MM,5,57,2,0,Development,Approved,HIGH
TR01971,MM,2,101,1,0,Production,Approved,MEDIUM
TR01972,FI,1,58,0,0,Quality,Approved,LOW
TR01973,SD,2,59,0,2,Quality,Approved,MEDIUM
TR01974,MM,5,95,1,3,Production,Rejected,HIGH
TR01975,SD,2,93,2,2,Quality,Rejected,MEDIUM
TR01976,HR,3,117,0,3,Quality,Rejected,HIGH
TR01977,HR,1,99,1,1,Production,Rejected,MEDIUM
TR01978,FI,1,30,1,0,Development,Rejected,LOW
TR01979,SD,6,101,2,3,Quality,Rejected,HIGH
TR01980,SD,1,107,0,3,Development,Approved,HIGH
TR01981,HR,2,26,2,0,Quality,Pending,HIGH
TR01982,MM,1,116,1,1,Development,Rejected,MEDIUM
TR01983,MM,4,88,1,3,Production,Approved,HIGH
TR01984,FI,6,74,0,1,Production,Pending,LOW
TR01985,MM,3,120,1,1,Quality,Pending,MEDIUM
TR01986,FI,4,58,0,2,Production,Approved,MEDIUM
TR01987,MM,3,94,2,3,Development,Pending,LOW
TR01988,SD,5,30,0,2,Development,Approved,MEDIUM
TR01989,HR,5,78,0,1,Production,Pending,LOW
TR01990,MM,1,97,0,0,Quality,Approved,MEDIUM
TR01991,HR,5,25,0,0,Production,Rejected,HIGH
TR01992,HR,5,92,1,2,Production,Rejected,MEDIUM
TR01993,MM,6,72,2,2,Quality,Rejected,HIGH
TR01994,MM,4,78,1,1,Development,Pending,LOW
TR01995,MM,4,42,0,2,Production,Approved,MEDIUM
TR01996,SD,2,15,1,3,Production,Rejected,HIGH
TR01997,HR,2,117,2,2,Development,Pending,HIGH
TR01998,HR,4,103,1,3,Quality,Pending,HIGH
TR01999,SD,6,61,0,1,Development,Approved,LOW
TR02000,MM,6,94,2,2,Quality,Rejected,HIGH
TR02001,HR,3,92,1,1,Quality,Approved,MEDIUM
TR02002,HR,3,116,2,3,Development,Approved,HIGH
TR02003,MM,6,59,2,3,Development,Pending,LOW
TR02004,HR,5,95,0,2,Production,Rejected,MEDIUM
TR02005,MM,6,61,2,1,Development,Pending,HIGH
TR02006,MM,6,26,1,2,Production,Rejected,MEDIUM
TR02007,FI,6,22,0,0,Development,Approved,LOW
TR02008,FI,3,119,0,2,Quality,Approved,MEDIUM
TR02009,MM,3,117,0,2,Production,Pending,MEDIUM
TR02010,HR,4,53,2,1,Quality,Pending,HIGH
TR02011,MM,2,30,1,0,Production,Rejected,LOW
TR02012,HR,6,45,2,1,Development,Rejected,HIGH
TR02013,HR,1,106,0,1,Quality,Pending,MEDIUM
TR02014,MM,1,85,2,2,Quality,Rejected,HIGH
TR02015,HR,1,72,2,2,Quality,Approved,HIGH
TR02016,FI,2,27,2,2,Production,Pending,HIGH
TR02017,FI,6,35,2,2,Quality,Rejected,HIGH
TR02018,FI,3,87,1,0,Production,Rejected,MEDIUM
TR02019,MM,3,118,1,1,Production,Pending,MEDIUM
TR02020,FI,4,50,0,0,Production,Approved,LOW
TR02021,SD,4,65,1,0,Quality,Rejected,LOW
TR02022,HR,6,20,1,0,Development,Rejected,HIGH
TR02023,FI,3,58,0,3,Quality,Pending,HIGH
TR02024,SD,6,58,1,2,Production,Pending,MEDIUM
TR02025,SD,2,54,2,2,Production,Approved,HIGH
TR02026,SD,1,67,2,0,Production,Pending,HIGH
TR02027,FI,1,113,0,0,Development,Approved,MEDIUM
TR02028,FI,2,83,0,0,Development,Approved,MEDIUM
TR02029,SD,5,19,0,3,Production,Pending,HIGH
TR02030,FI,5,25,0,1,Development,Rejected,LOW
TR02031,MM,1,101,0,0,Quality,Rejected,MEDIUM
TR02032,FI,6,20,1,2,Production,Rejected,MEDIUM
TR02033,MM,6,73,2,1,Quality,Pending,HIGH
TR02034,FI,4,33,2,0,Development,Approved,HIGH
TR02035,SD,2,79,2,1,Production,Approved,HIGH
TR02036,FI,2,33,1,1,Development,Pending,LOW
TR02037,SD,5,62,2,2,Development,Pending,HIGH
TR02038,SD,6,40,2,0,Production,Rejected,HIGH
TR02039,MM,1,17,0,3,Quality,Rejected,MEDIUM
TR02040,FI,6,107,2,3,Development,Rejected,HIGH
TR02041,SD,5,108,1,0,Production,Pending,MEDIUM
TR02042,SD,4,55,2,3,Quality,Pending,HIGH
TR02043,HR,3,79,2,1,Development,Rejected,HIGH
TR02044,SD,4,69,1,2,Quality,Pending,MEDIUM
TR02045,HR,4,29,0,3,Quality,Approved,HIGH
TR02046,SD,4,90,0,3,Quality,Approved,HIGH
TR02047,MM,2,85,0,1,Development,Approved,MEDIUM
TR02048,MM,3,53,0,0,Quality,Pending,LOW
TR02049,SD,2,34,1,3,Quality,Pending,HIGH
TR02050,MM,4,95,0,2,Development,Approved,MEDIUM
TR02051,HR,5,47,0,1,Production,Pending,LOW
TR02052,HR,4,11,1,1,Quality,Rejected,LOW
TR02053,HR,5,25,2,1,Production,Pending,HIGH
TR02054,SD,6,120,0,2,Production,Pending,MEDIUM
TR02055,SD,4,41,0,2,Production,Approved,MEDIUM
TR02056,SD,6,70,1,2,Production,Pending,MEDIUM
TR02057,MM,3,110,2,1,Production,Rejected,HIGH
TR02058,MM,4,82,1,0,Quality,Rejected,MEDIUM
TR02059,HR,2,89,1,0,Production,Pending,MEDIUM
TR02060,SD,1,67,1,1,Quality,Rejected,LOW
TR02061,FI,4,41,0,0,Quality,Pending,LOW
TR02062,HR,5,28,1,2,Quality,Pending,MEDIUM
TR02063,MM,6,34,2,0,Quality,Rejected,LOW
TR02064,SD,2,111,1,3,Production,Approved,HIGH
TR02065,MM,2,47,0,0,Production,Rejected,LOW
TR02066,FI,3,69,0,3,Production,Pending,HIGH
TR02067,HR,3,23,1,3,Quality,Approved,HIGH
TR02068,HR,3,30,2,1,Quality,Approved,HIGH
TR02069,SD,5,71,1,1,Quality,Rejected,LOW
TR02070,FI,6,65,2,2,Quality,Approved,HIGH
TR02071,FI,6,46,1,0,Production,Approved,LOW
TR02072,MM,4,18,0,1,Development,Approved,LOW
TR02073,MM,1,106,1,2,Quality,Approved,MEDIUM
TR02074,FI,4,61,2,0,Production,Pending,HIGH
TR02075,HR,6,29,2,0,Development,Pending,HIGH
TR02076,SD,2,40,0,0,Development,Rejected,LOW
TR02077,MM,4,15,0,1,Development,Approved,LOW
TR02078,MM,5,50,1,3,Production,Rejected,HIGH
TR02079,SD,4,13,2,3,Production,Approved,HIGH
TR02080,FI,2,39,2,3,Development,Pending,HIGH
TR02081,SD,5,116,0,3,Development,Approved,HIGH
TR02082,SD,3,81,1,3,Development,Approved,HIGH
TR02083,SD,3,35,1,2,Quality,Approved,MEDIUM
TR02084,HR,1,67,2,3,Development,Approved,HIGH
TR02085,HR,1,105,0,1,Production,Rejected,MEDIUM
TR02086,MM,5,114,1,2,Quality,Approved,MEDIUM
TR02087,MM,5,117,1,1,Production,Approved,MEDIUM
TR02088,MM,2,120,1,1,Quality,Rejected,MEDIUM
TR02089,SD,4,60,2,1,Quality,Pending,HIGH
TR02090,SD,6,119,0,0,Production,Approved,MEDIUM
TR02091,FI,5,16,0,2,Development,Pending,MEDIUM
TR02092,MM,1,16,1,1,Production,Approved,LOW
TR02093,SD,1,45,1,0,Quality,Approved,LOW
TR02094,SD,2,43,1,1,Development,Rejected,LOW
TR02095,FI,4,32,0,0,Development,Rejected,LOW
TR02096,SD,3,12,2,3,Development,Rejected,HIGH
TR02097,MM,1,60,2,3,Development,Approved,HIGH
TR02098,HR,4,32,0,0,Production,Approved,LOW
TR02099,SD,6,46,2,3,Development,Pending,MEDIUM
TR02100,MM,2,98,1,0,Production,Approved,MEDIUM
TR02101,HR,5,99,1,1,Production,Rejected,MEDIUM
TR02102,FI,5,57,1,3,Production,Approved,HIGH
TR02103,SD,6,80,2,1,Quality,Rejected,HIGH
TR02104,HR,2,84,1,2,Quality,Pending,MEDIUM
TR02105,MM,6,106,1,3,Quality,Pending,HIGH
TR02106,SD,2,52,1,3,Quality,Rejected,HIGH
TR02107,MM,1,53,2,1,Production,Pending,HIGH
TR02108,MM,5,27,0,3,Development,Pending,HIGH
TR02109,FI,5,23,2,0,Quality,Rejected,HIGH
TR02110,MM,6,39,2,2,Quality,Approved,HIGH
TR02111,SD,5,60,2,3,Development,Rejected,HIGH
TR02112,HR,6,106,0,1,Production,Rejected,MEDIUM
TR02113,MM,6,10,2,0,Quality,Approved,HIGH
TR02114,SD,2,106,1,2,Development,Rejected,MEDIUM
TR02115,MM,1,12,0,2,Development,Approved,MEDIUM
TR02116,FI,1,42,1,0,Quality,Pending,LOW
TR02117,FI,6,86,1,2,Quality,Pending,MEDIUM
TR02118,HR,5,85,1,0,Production,Pending,MEDIUM
TR02119,HR,3,54,0,2,Production,Pending,MEDIUM
TR02120,HR,5,108,0,3,Production,Rejected,HIGH
TR02121,SD,6,72,0,3,Development,Pending,HIGH
TR02122,FI,4,42,2,0,Development,Approved,HIGH
TR02123,FI,4,58,2,2,Development,Rejected,HIGH
TR02124,FI,3,49,2,3,Development,Rejected,HIGH
TR02125,FI,6,26,2,0,Production,Pending,LOW
TR02126,HR,3,99,2,3,Production,Rejected,HIGH
TR02127,SD,5,25,2,3,Development,Pending,HIGH
TR02128,MM,1,47,2,2,Quality,Approved,HIGH
TR02129,FI,2,71,1,1,Development,Pending,MEDIUM
TR02130,MM,4,15,1,1,Development,Pending,LOW
TR02131,HR,2,101,1,0,Development,Approved,MEDIUM
TR02132,FI,4,73,1,3,Development,Rejected,HIGH
TR02133,SD,6,79,0,3,Quality,Approved,HIGH
TR02134,HR,1,18,0,2,Production,Pending,MEDIUM
TR02135,MM,2,25,0,1,Development,Rejected,LOW
TR02136,MM,4,94,2,2,Production,Pending,HIGH
TR02137,MM,5,62,0,0,Development,Approved,LOW
TR02138,MM,6,99,1,0,Quality,Approved,MEDIUM
TR02139,FI,1,77,2,2,Production,Rejected,LOW
TR02140,SD,2,120,1,1,Development,Rejected,MEDIUM
TR02141,HR,2,22,0,3,Production,Rejected,HIGH
TR02142,FI,2,95,0,1,Development,Pending,MEDIUM
TR02143,FI,5,31,0,3,Production,Pending,HIGH
TR02144,SD,4,17,1,0,Quality,Pending,HIGH
TR02145,SD,4,67,2,1,Production,Approved,HIGH
TR02146,HR,6,106,2,1,Development,Rejected,HIGH
TR02147,HR,1,65,2,0,Quality,Approved,HIGH
TR02148,MM,6,15,1,2,Quality,Pending,MEDIUM
TR02149,SD,3,117,2,2,Quality,Pending,HIGH
TR02150,HR,6,85,2,1,Quality,Pending,HIGH
TR02151,HR,3,78,2,0,Quality,Rejected,HIGH
TR02152,SD,3,86,2,1,Quality,Pending,HIGH
TR02153,MM,3,49,0,2,Production,Rejected,MEDIUM
TR02154,SD,5,64,2,1,Production,Approved,HIGH
TR02155,SD,2,97,2,2,Production,Rejected,HIGH
TR02156,MM,4,84,2,1,Development,Rejected,HIGH
TR02157,SD,6,41,0,2,Development,Rejected,MEDIUM
TR02158,SD,2,60,1,2,Production,Pending,MEDIUM
TR02159,MM,3,87,0,2,Development,Pending,MEDIUM
TR02160,HR,1,18,0,2,Quality,Pending,MEDIUM
TR02161,SD,5,82,1,1,Quality,Approved,MEDIUM
TR02162,HR,5,23,1,3,Quality,Pending,HIGH
TR02163,MM,1,56,0,0,Development,Pending,LOW
TR02164,SD,2,110,0,3,Development,Approved,HIGH
TR02165,FI,1,24,1,2,Quality,Pending,MEDIUM
TR02166,MM,5,87,2,2,Production,Pending,HIGH
TR02167,MM,1,80,2,2,Development,Approved,HIGH
TR02168,HR,2,79,2,0,Development,Approved,HIGH
TR02169,SD,4,25,0,1,Quality,Approved,LOW
TR02170,MM,2,38,1,0,Development,Approved,LOW
TR02171,HR,5,120,2,3,Quality,Approved,HIGH
TR02172,FI,4,101,1,3,Development,Rejected,HIGH
